Humidity,Wind,Temp,Summer
0.67375,0.0727708,0.649167,1
0.672917,0.187187,0.399167,0
0.480833,0.164813,0.805833,1
0.755417,0.237563,0.654167,1
0.670417,0.119408,0.696667,1
0.633333,0.151733,0.716667,1
0.455417,0.146763,0.640833,1
0.518261,0.0895652,0.204348,0
0.51875,0.168529,0.815833,1
0.5075,0.233221,0.275,0
0.970417,0.266175,0.41,0
0.757917,0.335825,0.440833,0
0.615417,0.226987,0.485833,0
0.7475,0.189667,0.535,0
0.641667,0.0945458,0.544167,0
0.420833,0.12065,0.2925,0
0.734167,0.129979,0.635833,1
0.695,0.178483,0.5075,0
0.542083,0.167908,0.334167,0
0.810417,0.142421,0.696667,0
0.722917,0.133721,0.256667,0
0.776522,0.203117,0.365217,0
0.6275,0.10635,0.615,0
0.734583,0.0920542,0.348333,0
0.6525,0.290421,0.769167,1
0.83625,0.226992,0.335833,0
0.637917,0.0814792,0.726667,1
0.776667,0.185333,0.606667,0
0.760833,0.0833458,0.384167,0
0.603333,0.177867,0.678333,1
0.41125,0.167283,0.2225,0
0.88125,0.134954,0.561667,0
0.770417,0.171025,0.680833,1
0.552083,0.199625,0.289167,0
0.787917,0.126871,0.5775,0
0.577778,0.195683,0.182222,0
0.444167,0.295392,0.459167,0
0.36,0.271775,0.6975,1
0.465833,0.168537,0.804167,1
0.683333,0.180975,0.710833,1
0.74125,0.342667,0.425,0
0.469583,0.180975,0.541667,0
0.71375,0.115054,0.653333,0
0.6375,0.172896,0.276667,0
0.712174,0.346539,0.364348,0
0.747083,0.14055,0.68,0
0.554583,0.159825,0.636667,1
0.7375,0.237567,0.4075,0
0.5875,0.168533,0.764167,0
0.72875,0.162317,0.545,0
0.67625,0.172267,0.425833,0
0.885417,0.118171,0.636667,0
0.581667,0.157346,0.365833,0
0.5425,0.163567,0.5125,0
0.436522,0.2466,0.0965217,0
0.711667,0.08645,0.635833,1
0.716956,0.324474,0.595652,0
0.67625,0.196521,0.7125,0
0.6775,0.141179,0.7175,1
0.58875,0.176,0.5325,0
0.559167,0.200254,0.794167,1
0.684583,0.2954,0.7225,0
0.57625,0.225117,0.6125,0
0.6675,0.151737,0.720833,1
0.49125,0.20585,0.783333,1
0.350417,0.22575,0.2875,0
0.761667,0.1903,0.446667,0
0.84875,0.148629,0.635,0
0.73375,0.174129,0.475833,0
0.625833,0.100754,0.314167,0
0.381304,0.329665,0.273043,0
0.684167,0.0223917,0.510833,0
0.5,0.131221,0.849167,1
0.797083,0.138058,0.564167,0
0.59875,0.144904,0.5925,1
0.774583,0.102,0.621667,0
0.454167,0.249383,0.413333,0
0.618333,0.118167,0.546667,0
0.64375,0.0988958,0.375,0
0.772083,0.118792,0.463333,0
0.551304,0.341352,0.261739,0
0.50875,0.141179,0.319167,0
0.766667,0.303496,0.321667,0
0.645417,0.0578458,0.389167,0
0.597917,0.0833333,0.656667,0
0.482917,0.223267,0.150833,0
0.939565,0.192748,0.633913,0
0.570833,0.231354,0.723333,1
0.81,0.126883,0.4725,0
0.507083,0.269283,0.604167,1
0.63625,0.0727792,0.5875,0
0.681667,0.0684208,0.375833,0
0.687917,0.175996,0.265833,0
0.67125,0.226375,0.446667,0
0.476957,0.222587,0.361739,0
0.74125,0.0995125,0.421667,0
0.450833,0.146142,0.828333,1
0.6125,0.0659292,0.498333,0
0.48375,0.188433,0.231667,0
0.493913,0.1843,0.253043,0
0.625417,0.184092,0.3325,0
0.684583,0.18595,0.463333,0
0.737391,0.288783,0.430435,0
0.699167,0.172883,0.616667,0
0.483333,0.350754,0.255833,0
0.742083,0.206467,0.709167,0
0.505833,0.114429,0.818333,1
0.758333,0.0621958,0.4,0
0.444583,0.115062,0.738333,1
0.70125,0.0454042,0.521667,0
0.4575,0.187183,0.18,0
0.737083,0.328996,0.414167,0
0.624583,0.22575,0.441667,0
0.457391,0.260883,0.316522,0
0.396667,0.100133,0.466667,0
0.407083,0.325258,0.459167,0
0.540833,0.214558,0.361667,0
0.688333,0.206471,0.628333,1
0.755,0.236321,0.725833,0
0.666667,0.102,0.699167,1
0.62,0.190925,0.728333,1
0.46625,0.290429,0.3975,0
0.594583,0.220775,0.329167,0
0.777917,0.174746,0.568333,1
0.757917,0.225129,0.709167,1
0.605,0.140554,0.755,1
0.414583,0.1847,0.1075,0
0.659167,0.1275,0.420833,0
0.90625,0.24815,0.543333,0
0.791667,0.222013,0.356667,0
0.5675,0.441563,0.5275,0
0.63625,0.422275,0.475833,0
0.74,0.149879,0.5625,0
0.694167,0.1163,0.601667,0
0.73375,0.0423042,0.570833,0
0.74625,0.155475,0.635,1
0.865417,0.2133,0.595833,1
0.8625,0.29385,0.2175,0
0.590435,0.160296,0.2,0
0.729583,0.219521,0.336667,0
0.447083,0.195267,0.781667,1
0.493333,0.184087,0.6025,1
0.80875,0.143042,0.566667,0
0.58,0.240058,0.265833,0
0.69,0.164179,0.619167,0
0.4225,0.17165,0.749167,1
0.49875,0.157963,0.233333,0
0.664167,0.230721,0.5375,0
0.404583,0.376871,0.278333,0
0.690833,0.134342,0.65,0
0.825455,0.213009,0.318182,0
0.697391,0.250496,0.295652,0
0.41,0.168533,0.274167,0
0.59,0.155471,0.253333,0
0.449583,0.307833,0.335,0
0.665833,0.157971,0.505833,0
0.561667,0.284829,0.664167,0
0.419167,0.251258,0.166667,0
0.616957,0.129796,0.223478,0
0.685833,0.296029,0.581667,0
0.645,0.164187,0.763333,1
0.3175,0.358196,0.489167,0
0.829583,0.108213,0.530833,0
0.594348,0.205717,0.287826,0
0.516667,0.264925,0.521667,0
0.464583,0.409212,0.1275,0
0.848333,0.1107,0.649167,0
0.390417,0.273629,0.608333,0
0.65375,0.197146,0.315,0
0.522083,0.266175,0.355,0
0.423478,0.251791,0.318261,0
0.610417,0.203346,0.261667,0
0.620417,0.152987,0.321667,0
0.524167,0.129987,0.265833,0
0.187917,0.507463,0.399167,0
0.740833,0.207092,0.66,0
0.527391,0.270604,0.384348,0
0.87,0.201492,0.55,0
0.609167,0.167912,0.733333,1
0.7675,0.0827208,0.4525,0
0.519167,0.141796,0.719167,1
0.722174,0.0739826,0.216522,0
0.9225,0.13495,0.520833,0
0.719583,0.125013,0.536667,0
0.47625,0.240667,0.680833,1
0.830833,0.258092,0.458333,0
0.480417,0.123133,0.564167,0
0.743043,0.142122,0.503478,0
0.694583,0.398008,0.4775,0
0.635833,0.282337,0.7625,1
0.685,0.082725,0.374167,0
0.729583,0.230092,0.655833,0
0.8175,0.222633,0.676667,1
0.634583,0.205846,0.343333,0
0.535417,0.04665,0.313333,0
0.562083,0.194037,0.265,0
0.561765,0.304659,0.707059,1
0.8475,0.131221,0.274167,0
0.494583,0.30535,0.635,1
0.791304,0.0772304,0.231304,0
0.59125,0.182833,0.663333,1
0.634167,0.144283,0.744167,1
0.835417,0.344546,0.396667,0
0.437826,0.277752,0.186957,0
0.697083,0.1673,0.673333,0
0.29,0.187192,0.323333,0
0.6875,0.113837,0.195,0
0.677083,0.0702833,0.6675,1
0.91125,0.101379,0.381667,0
0.79375,0.0665458,0.6575,0
0.69125,0.222021,0.815,1
0.548333,0.125008,0.639167,1
0.867083,0.152979,0.5625,0
0.752917,0.091425,0.316667,0
0.600417,0.165429,0.77,1
0.61375,0.103246,0.353333,0
0.738333,0.250617,0.424167,0
0.677083,0.207092,0.764167,1
0.471667,0.167912,0.626667,1
0.667917,0.132463,0.33,0
0.66875,0.153617,0.730833,1
0.537826,0.126548,0.16087,0
0.49,0.0665417,0.220833,0
0.587083,0.116908,0.458333,0
0.57375,0.125629,0.8225,1
0.613333,0.257458,0.793333,1
0.67,0.134329,0.656667,0
0.895217,0.243339,0.541739,0
0.7275,0.06345,0.540833,0
0.622174,0.1538,0.282609,0
0.655,0.211454,0.750833,1
0.494583,0.146142,0.393333,0
0.47375,0.207721,0.3325,0
0.7325,0.198992,0.6925,0
0.587917,0.207713,0.720833,1
0.68625,0.258708,0.3,0
0.596667,0.284813,0.776667,1
0.749583,0.148008,0.604167,0
0.532917,0.179108,0.325833,0
0.734583,0.151742,0.580833,0
0.613333,0.271158,0.325,0
0.416667,0.261817,0.39,0
0.494783,0.188839,0.134783,0
0.747917,0.163567,0.6925,1
0.897917,0.124379,0.65,0
0.540417,0.1107,0.4675,0
0.504167,0.300383,0.715833,1
0.408333,0.155471,0.4425,0
0.613333,0.15735,0.755833,1
0.56875,0.148021,0.368333,0
0.5375,0.194017,0.175833,0
0.613333,0.209575,0.540833,1
0.775417,0.22015,0.295833,0
0.550833,0.156717,0.771667,1
0.443333,0.415429,0.303333,0
0.569583,0.253733,0.648333,1
0.722917,0.139308,0.685,1
0.65125,0.215804,0.746667,1
0.674167,0.104467,0.6975,1
0.807917,0.121271,0.560833,0
0.896667,0.141787,0.589167,0
0.698333,0.208954,0.459167,0
0.523333,0.136817,0.564167,0
0.374167,0.219529,0.435,0
0.790833,0.151121,0.7075,0
0.424167,0.200258,0.766667,1
0.805833,0.243787,0.285,0
0.59,0.14055,0.2825,0
0.590417,0.0771167,0.706667,0
0.718333,0.189675,0.491667,0
0.813333,0.189067,0.38,0
0.552917,0.212062,0.356667,0
0.423043,0.094113,0.221739,0
0.538333,0.133721,0.726667,1
0.654167,0.129354,0.7525,1
0.490833,0.268033,0.366667,0
0.53875,0.13495,0.789167,1
0.694167,0.138683,0.741667,1
0.402917,0.183463,0.775,1
0.66875,0.154229,0.599167,0
0.377083,0.300388,0.403333,0
0.794583,0.147392,0.611667,0
0.659583,0.156096,0.613333,0
0.640417,0.278612,0.521667,0
0.789167,0.251871,0.384167,0
0.578333,0.183471,0.7475,1
0.71625,0.223883,0.550833,0
0.569167,0.167912,0.463333,0
0.536667,0.215175,0.5525,0
0.905417,0.157975,0.384167,0
0.685,0.131225,0.733333,0
0.467917,0.175383,0.649167,1
0.537917,0.186571,0.2825,0
0.375833,0.417908,0.415,0
0.51,0.166054,0.464167,0
0.775833,0.0839583,0.330833,0
0.81,0.233842,0.631667,0
0.54125,0.16045,0.52,0
0.71,0.205854,0.484167,0
0.554583,0.190913,0.454167,0
0.57,0.171638,0.464167,0
0.567917,0.234471,0.395833,0
0.837917,0.277354,0.561667,0
0.544167,0.203367,0.2225,0
0.93,0.136829,0.456667,0
0.6225,0.271779,0.403333,0
0.599545,0.304627,0.172727,0
0.54,0.116929,0.280833,0
0.630833,0.2444,0.635,0
0.503913,0.293961,0.29913,0
0.48875,0.165417,0.834167,1
0.844167,0.208967,0.665833,1
0.595417,0.0615708,0.385833,0
0.407826,0.223235,0.285217,0
0.735417,0.162938,0.6275,0
0.845,0.0503792,0.634167,0
0.75375,0.153608,0.66,0
0.549167,0.186562,0.583333,1
0.716087,0.34913,0.373043,0
0.636667,0.134337,0.311667,0
0.400833,0.347633,0.4575,0
0.692917,0.101371,0.455833,0
0.479167,0.145525,0.743333,1
0.861667,0.146775,0.216667,0
0.65125,0.1592,0.75,1
0.505,0.230104,0.435833,0
0.502083,0.224496,0.329167,0
0.638333,0.113187,0.753333,0
0.5425,0.174138,0.838333,1
0.537917,0.36195,0.220833,0
0.716667,0.172896,0.655,0
0.800417,0.124375,0.55,0
0.504348,0.312139,0.433913,0
0.57,0.0901833,0.58,0
0.470417,0.301,0.165,0
0.75875,0.057225,0.395,0
0.918333,0.217646,0.268333,0
0.53125,0.1816,0.348333,0
0.712917,0.244408,0.661667,1
0.534583,0.179721,0.731667,1
0.636667,0.111329,0.775,0
0.83125,0.222642,0.173333,0
0.590417,0.164183,0.469167,0
0.815,0.0640708,0.696667,0
0.48,0.182213,0.378333,0
0.902083,0.128125,0.628333,0
0.314167,0.226996,0.3025,0
0.605,0.307846,0.303333,0
0.6525,0.138692,0.648333,1
0.602917,0.209579,0.415,0
0.949583,0.232583,0.4625,0
0.885417,0.192783,0.5025,0
0.492917,0.195279,0.68,1
0.807083,0.132467,0.545833,0
0.467083,0.223258,0.529167,0
0.7625,0.18845,0.325,0
0.556667,0.374383,0.326667,0
0.469565,0.295274,0.348696,0
0.729167,0.3265,0.631667,0
0.7075,0.172262,0.733333,1
0.503333,0.235075,0.4725,0
0.738333,0.0454083,0.271667,0
0.76125,0.0839625,0.7,1
0.686364,0.122132,0.169091,0
0.560833,0.243167,0.258333,0
0.9,0.0964042,0.595,0
0.833333,0.214546,0.653333,1
0.91,0.138054,0.4475,0
0.575833,0.305362,0.341667,0
0.5225,0.231358,0.19,0
0.7075,0.296037,0.561667,0
0.6825,0.228858,0.716667,1
0.642917,0.131229,0.281667,0
0.755833,0.110704,0.514167,0
0.842083,0.113192,0.435833,0
0.5075,0.378108,0.274167,0
0.45625,0.123142,0.635,1
0.73625,0.171646,0.703333,0
0.709167,0.271146,0.5775,0
0.574167,0.221396,0.4275,0
0.60125,0.161071,0.765,1
0.592083,0.113812,0.7825,1
0.568333,0.1418,0.285833,0
0.427917,0.118792,0.476667,0
0.708333,0.141162,0.415833,0
0.31125,0.24005,0.2825,0
0.697083,0.215171,0.69,0
0.435,0.249375,0.446667,0
0.79625,0.199638,0.1625,0
0.5475,0.304108,0.295833,0
0.647917,0.17725,0.538333,0
0.695833,0.0827167,0.290833,0
0.6575,0.135583,0.731667,1
0.275833,0.232596,0.5,0
0.542917,0.227604,0.5425,0
0.6775,0.199642,0.708333,0
0.752917,0.124383,0.253333,0
0.779583,0.121896,0.264167,0
0.73125,0.289796,0.224167,0
0.437391,0.221935,0.144348,0
0.552083,0.112562,0.685,1
0.634167,0.268042,0.4225,0
0.570417,0.151121,0.775,1
0.7575,0.19715,0.71,1
0.485833,0.08085,0.731667,1
0.88,0.3582,0.44,0
0.8575,0.146767,0.426667,0
0.507083,0.115062,0.5725,0
0.50875,0.174754,0.255833,0
0.649167,0.0908042,0.520833,0
0.485833,0.174129,0.295833,0
0.436957,0.1869,0.226957,0
0.494167,0.236325,0.319167,0
0.574167,0.119412,0.248333,0
0.682917,0.283587,0.57,0
0.550833,0.169171,0.83,1
0.545417,0.136212,0.720833,1
0.639167,0.141796,0.655,0
0.492083,0.126237,0.780833,1
0.62375,0.176617,0.319167,0
0.529583,0.146775,0.715833,1
0.437083,0.144287,0.710833,1
0.572917,0.117537,0.484167,0
0.535,0.216425,0.266667,0
0.6475,0.206475,0.564167,0
0.45,0.20275,0.2175,0
0.254167,0.274871,0.4375,0
0.463333,0.181596,0.435,0
0.407083,0.4148,0.410833,0
0.457917,0.194029,0.8275,1
0.534583,0.190929,0.346667,0
0.555652,0.115522,0.28087,0
0.626667,0.12065,0.6025,0
0.876364,0.289686,0.407273,0
0.735833,0.143029,0.649167,1
0.61125,0.077125,0.554167,1
0.585833,0.229479,0.330833,0
0.42375,0.164796,0.7175,1
0.630833,0.184696,0.710833,1
0.709583,0.189679,0.383333,0
0.835417,0.3122,0.62,0
0.815,0.134954,0.563333,0
0.48125,0.291671,0.484167,0
0.755,0.22825,0.716667,1
0.515833,0.253112,0.28,0
0.45,0.1648,0.724167,1
0.762083,0.106354,0.451667,0
0.70375,0.116908,0.735833,1
0.552083,0.314063,0.505833,0
0.583333,0.178479,0.779167,1
0.635833,0.0845958,0.695833,1
0.44125,0.407346,0.265833,0
0.652917,0.350133,0.254167,0
0.583333,0.134958,0.526667,0
0.654583,0.233208,0.711667,1
0.81125,0.233204,0.598333,0
0.823333,0.316546,0.243333,0
0.545417,0.179729,0.325,0
0.6175,0.23695,0.565,0
0.568333,0.0814833,0.4875,0
0.629167,0.0926667,0.4225,0
0.812917,0.197763,0.47,0
0.650417,0.1306,0.776667,1
0.69,0.151742,0.549167,0
0.74125,0.187808,0.736667,0
0.888333,0.340808,0.430833,0
0.659583,0.129354,0.7525,1
0.666667,0.166667,0.3575,0
0.468333,0.1505,0.245833,0
0.707083,0.113817,0.768333,1
0.403333,0.334571,0.325833,0
0.6725,0.103863,0.633333,0
0.605,0.253108,0.673333,1
0.515417,0.133083,0.245833,0
0.630833,0.187821,0.514167,0
0.6,0.121896,0.678333,1
0.585,0.208342,0.686667,1
0.917083,0.0970208,0.599167,0
0.492917,0.142404,0.514167,0
0.434167,0.185312,0.696667,1
0.531667,0.174758,0.393333,0
0.502917,0.190917,0.495,0
0.500417,0.260575,0.375,0
0.717917,0.166667,0.745833,1
0.701667,0.0989,0.224167,0
0.786667,0.237562,0.291667,0
0.75375,0.292296,0.41,0
0.712083,0.208954,0.665833,1
0.52,0.0920542,0.5775,0
0.64375,0.161071,0.294167,0
0.50625,0.228858,0.243333,0
0.802917,0.180967,0.3825,0
0.83875,0.100742,0.3625,0
0.5425,0.190304,0.3025,0
0.672917,0.1107,0.75,1
0.819167,0.250617,0.4125,0
0.395833,0.193417,0.359167,0
0.732917,0.206479,0.6925,1
0.71875,0.0820917,0.3775,0
0.69625,0.154233,0.660833,0
0.4,0.17197,0.0591304,0
0.764167,0.1306,0.320833,0
0.73,0.183454,0.549167,0
0.49625,0.147379,0.354167,0
0.592083,0.192175,0.765,1
0.715833,0.238813,0.715833,1
0.622083,0.136817,0.775833,1
0.81875,0.213938,0.6675,0
0.7625,0.0939208,0.6675,1
0.929167,0.161079,0.233333,0
0.395833,0.421642,0.290833,0
0.457083,0.240063,0.51,0
0.768333,0.133696,0.56,0
0.506957,0.239465,0.321739,0
0.756667,0.176625,0.498333,0
0.4975,0.220158,0.19,0
0.491739,0.15833,0.0973913,0
0.558333,0.182221,0.468333,0
0.567083,0.173513,0.280833,0
0.845833,0.228858,0.653333,1
0.526667,0.178496,0.313333,0
0.686667,0.169158,0.726667,1
0.485,0.324021,0.438333,0
0.835833,0.123767,0.3425,0
0.456667,0.200875,0.258333,0
0.573333,0.222025,0.724167,1
0.577083,0.137442,0.793333,1
0.741667,0.173517,0.485,0
